map_id,cluster_id,service_id,cluster_name,intent,current_url,target_url,url_action,method,evidence,validation_status,confidence,review_status,reviewer,rationale,destination_id,page_role,parent_destination_id,publication_status
M0142,SERP-AE4638D982DC,S5,планировка грунта — commercial_research,commercial_research,,https://exp76.ru/services/planirovka-territorii/,merge,manual_architecture_review,Q000091,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S5-HUB,hub,,ready
M0143,SERP-B063D3C3AD98,S3,услуги по выбору и посадке фруктовых деревьев в ярославле — transactional,transactional,,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,merge,manual_architecture_review,Q000068,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S3-HUB,hub,,ready
M0144,SERP-B592CED7E831,S4,обрезка деревьев — commercial_research,commercial_research,,https://exp76.ru/obrezka-derevev-i-kustarnikov/,child,manual_architecture_review,Q000072|business_source:ftp_dump_minimal/wp-content/themes/land76wp/content/service-v2/ukhod-za-sadom.json#seo.description+services.items[Обрезка],architecture_reviewed,medium,reviewed,codex-2026-08-28,"Stored representative SERP supports a distinct service-page candidate. The exact offer is traceable to the current hub payload, while Task 3 case/photo mapping remains incomplete; publication is blocked on proof mapping.",S4-CHILD-OBREZKA,child_service,S4-HUB,blocked_facts
M0145,SERP-BA00FDE71D08,S1,благоустройство в рыбинске — commercial_research,commercial_research,https://exp76.ru/services/,https://exp76.ru/services/,merge,manual_architecture_review,Q000003,architecture_reviewed,medium,reviewed,codex-2026-08-28,Broad landscaping/complex-improvement demand retains the legacy /services/ owner; it must not broaden the S1 landscape-design hub.,SPECIAL-SERVICES-CATALOG,special,,ready
M0146,SERP-BE9D594EE9B4,S1,дизайн проект участка — commercial_research,commercial_research,,https://exp76.ru/services/landshaftnoe-proektirovanie/,merge,manual_architecture_review,Q000010,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S1-HUB,hub,,ready
M0147,SERP-C1723250580F,S2,посевной газон под ключ г ярославль ул магистральная 7 7 — transactional,transactional,,https://exp76.ru/posevnoj-gazon-pod-kljuch/,merge,manual_architecture_review,Q000048|business_source:ftp_dump_minimal/wp-content/themes/land76wp/content/service-v2/gazon-posevnojj-i-gazon-rulonnyjj.json#services.items[Посевной газон],architecture_reviewed,medium,reviewed,codex-2026-08-28,"Stored representative SERP supports a distinct service-page candidate. The exact offer is traceable to the current hub payload, while Task 3 case/photo mapping remains incomplete; publication is blocked on proof mapping.",S2-CHILD-POSEVNOY-GAZON,child_service,S2-HUB,blocked_facts
M0148,SERP-D06FD14A8839,S2,газон под ключ — transactional,transactional,https://exp76.ru/services/gazon-posevnojj-i-gazon-rulonnyjj/,https://exp76.ru/services/gazon-posevnojj-i-gazon-rulonnyjj/,hub,manual_architecture_review,Q000040|Q000041,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S2-HUB,hub,,ready
M0149,SERP-D0ED9EC8158D,S7,ландшафтное освещение ярославль — commercial_research,commercial_research,,https://exp76.ru/services/ulichnoe-osveshhenie-uchastka/,merge,manual_architecture_review,Q000108,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S7-HUB,hub,,ready
M0150,SERP-D405C455A674,S2,рулонный газон — commercial_research,commercial_research,,https://exp76.ru/rulonnyj-gazon-pod-kljuch/,child,manual_architecture_review,Q000052|business_source:ftp_dump_minimal/wp-content/themes/land76wp/content/service-v2/gazon-posevnojj-i-gazon-rulonnyjj.json#services.items[Рулонный газон],architecture_reviewed,medium,reviewed,codex-2026-08-28,"Stored representative SERP supports a distinct service-page candidate. The exact offer is traceable to the current hub payload, while Task 3 case/photo mapping remains incomplete; publication is blocked on proof mapping.",S2-CHILD-RULONNY-GAZON,child_service,S2-HUB,blocked_facts
M0151,SERP-D5D9845EEF9D,S8,въезд через канаву цена — transactional,transactional,,https://exp76.ru/services/vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch/,merge,manual_architecture_review,Q000120,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S8-HUB,hub,,ready
M0152,SERP-DA28A58E74C6,S8,въезд через канаву — commercial_research,commercial_research,https://exp76.ru/services/vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch/,https://exp76.ru/services/vezd-zaezd-na-uchastok-cherez-kanavu-pod-kljuch/,hub,manual_architecture_review,Q000117|Q000118,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S8-HUB,hub,,ready
M0153,SERP-E3CEDAA277E9,S1,ландшафтный дизайнер коприно — commercial_research,commercial_research,,https://exp76.ru/services/landshaftnoe-proektirovanie/,merge,manual_architecture_review,Q000025,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S1-HUB,hub,,ready
M0154,SERP-E492AC35BA1A,S2,устройство газона — transactional,transactional,,https://exp76.ru/services/gazon-posevnojj-i-gazon-rulonnyjj/,merge,manual_architecture_review,Q000057,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S2-HUB,hub,,ready
M0155,SERP-E5B256F4A786,S1,ландшафтная компания эксперт — commercial_research,commercial_research,https://exp76.ru/services/,https://exp76.ru/services/,merge,manual_architecture_review,Q000016,architecture_reviewed,medium,reviewed,codex-2026-08-28,Broad landscaping/complex-improvement demand retains the legacy /services/ owner; it must not broaden the S1 landscape-design hub.,SPECIAL-SERVICES-CATALOG,special,,ready
M0156,SERP-E7E51C21D43B,S1,ландшафтный дизайн планировка участка — commercial_research,commercial_research,,https://exp76.ru/services/landshaftnoe-proektirovanie/,merge,manual_architecture_review,Q000022,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S1-HUB,hub,,ready
M0157,SERP-ED6D674F80F1,S4,обрезка деревьев цена — transactional,transactional,,https://exp76.ru/obrezka-derevev-i-kustarnikov/,merge,manual_architecture_review,Q000073|business_source:ftp_dump_minimal/wp-content/themes/land76wp/content/service-v2/ukhod-za-sadom.json#seo.description+services.items[Обрезка],architecture_reviewed,medium,reviewed,codex-2026-08-28,"Stored representative SERP supports a distinct service-page candidate. The exact offer is traceable to the current hub payload, while Task 3 case/photo mapping remains incomplete; publication is blocked on proof mapping.",S4-CHILD-OBREZKA,child_service,S4-HUB,blocked_facts
M0158,SERP-F24614ECFE67,S3,посадка деревьев — commercial_research,commercial_research,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,https://exp76.ru/services/posadka-derevev-i-kustarnikov/,hub,manual_architecture_review,Q000063,architecture_reviewed,medium,reviewed,codex-2026-08-28,Commercial intent remains with the immutable existing service hub; narrower destination is not approved without separate offer and content evidence.,S3-HUB,hub,,ready
M0159,SERP-F560E613866F,S5,рассчитать стоимость выравнивания участка 5 соток — transactional,transactional,,https://exp76.ru/vyravnivanie-uchastka/,merge,manual_architecture_review,Q000099|business_source:ftp_dump_minimal/wp-content/themes/land76wp/content/service-v2/planirovka-territorii.json#intro+services.items[Выравнивание],architecture_reviewed,medium,reviewed,codex-2026-08-28,"Stored representative SERP supports a distinct service-page candidate. The exact offer is traceable to the current hub payload, while Task 3 case/photo mapping remains incomplete; publication is blocked on proof mapping.",S5-CHILD-VYRAVNIVANIE,child_service,S5-HUB,blocked_facts
M0160,SERP-FCAB83A5E3BE,S1,благоучтройство дачного участка в ярославской области — commercial_research,commercial_research,https://exp76.ru/services/,https://exp76.ru/services/,merge,manual_architecture_review,Q000009,architecture_reviewed,medium,reviewed,codex-2026-08-28,Broad landscaping/complex-improvement demand retains the legacy /services/ owner; it must not broaden the S1 landscape-design hub.,SPECIAL-SERVICES-CATALOG,special,,ready
M0161,SERP-FCF5B9416B09,S8,купить обычный мостик через канаву в рыбинске — product_only,product_only,,,exclude,manual_architecture_review,Q000136,architecture_reviewed,high,reviewed,codex-2026-08-28,Product-only demand has no installation-service destination and remains excluded.,,none,,backlog
M0162,SPECIAL-BRAND-HOMEPAGE,,clicked exp76 brand navigation,brand_navigation,https://exp76.ru/,https://exp76.ru/,special,manual_architecture_review,existing_special_owner,architecture_reviewed,high,reviewed,codex-2026-08-28,Existing special owner is retained and is outside the service-hub release inventory.,SPECIAL-BRAND-HOMEPAGE,special,,ready
M0163,SPECIAL-CALCULATOR,S1|S3|S4,existing calculator owner,calculator_intent,https://exp76.ru/kalkuljator-uslug/,https://exp76.ru/kalkuljator-uslug/,special,manual_architecture_review,existing_special_owner,architecture_reviewed,high,reviewed,codex-2026-08-28,Existing special owner is retained and is outside the service-hub release inventory.,SPECIAL-CALCULATOR,special,,ready
M0164,SPECIAL-EXTERNAL-EXCLUSION,S1|S2|S3|S4|S5|S8,reviewed external noise exclusion,external_noise,,,exclude,manual_architecture_review,reviewed_external_noise_policy,architecture_reviewed,high,reviewed,codex-2026-08-28,Reviewed external-noise cluster remains excluded from the page tree.,,none,,backlog
